id,sales_hat
1481_2024-06-06,11.831494
1481_2024-06-16,11.27168
1481_2024-06-04,12.84802
1481_2024-06-04,12.791547
1481_2024-06-05,12.2853365
1481_2024-06-07,12.383267
1481_2024-06-07,12.383374
4871_2024-06-15,3.8966188
4871_2024-06-10,6.6495333
4871_2024-06-11,4.113843
4871_2024-06-07,1.389905
4871_2024-06-04,3.9187746
4871_2024-06-04,3.9383059
4871_2024-06-13,2.0110598
4871_2024-06-12,2.3183107
4871_2024-06-14,1.333539
4871_2024-06-16,3.374524
4871_2024-06-09,3.32475
4871_2024-06-09,3.3247194
4871_2024-06-08,3.577466
4871_2024-06-06,2.0763369
4871_2024-06-03,6.444333
4871_2024-06-05,1.9303713
4871_2024-06-05,1.9304323
826_2024-06-08,6.7547426
826_2024-06-10,10.806409
826_2024-06-04,9.819715
826_2024-06-04,9.619458
826_2024-06-14,3.1137514
826_2024-06-05,8.061933
826_2024-06-05,8.062055
826_2024-06-09,5.0481997
826_2024-06-03,11.532056
826_2024-06-07,3.3056154
826_2024-06-16,4.8155947
826_2024-06-16,4.8155336
826_2024-06-06,5.5969973
826_2024-06-15,6.40376
826_2024-06-12,7.6420717
826_2024-06-11,9.4585085
826_2024-06-13,5.1370974
826_2024-06-13,5.136945
2187_2024-06-03,10.318906
2187_2024-06-05,8.431668
2187_2024-06-14,6.406583
2187_2024-06-07,6.4549227
2187_2024-06-07,6.4550447
2187_2024-06-09,6.2340517
2187_2024-06-11,9.112393
2187_2024-06-04,9.707868
2187_2024-06-04,9.369199
2187_2024-06-15,7.1282625
2187_2024-06-12,8.280423
2187_2024-06-12,8.280393
2187_2024-06-16,6.262265
2187_2024-06-06,7.356061
2187_2024-06-08,7.332654
2187_2024-06-10,9.793683
2187_2024-06-10,9.793653
2187_2024-06-13,7.2011385
2187_2024-06-13,7.201169
5076_2024-06-13,6.650159
5076_2024-06-07,3.7207155
5076_2024-06-15,6.1722536
5076_2024-06-05,8.130567
5076_2024-06-05,8.130628
5076_2024-06-12,8.036328
5076_2024-06-03,10.660352
5076_2024-06-08,6.1961794
5076_2024-06-04,9.398999
5076_2024-06-04,9.416272
5076_2024-06-16,4.4820986
5076_2024-06-16,4.482068
5076_2024-06-14,3.5874147
5076_2024-06-11,9.307904
5076_2024-06-09,4.740613
5076_2024-06-10,10.597119
5076_2024-06-10,10.59718
5076_2024-06-06,6.7633486
1055_2024-06-09,-4.0609922
1055_2024-06-11,0.2508669
1055_2024-06-04,-0.030779839
1055_2024-06-04,-0.05458355
1055_2024-06-07,3.4264345
1055_2024-06-07,3.426404
1055_2024-06-06,-2.1509275
1055_2024-06-03,3.760724
1055_2024-06-12,-1.8541136
1055_2024-06-10,3.7747316
1055_2024-06-10,3.7747927
1055_2024-06-05,-1.6807432
1055_2024-06-13,-0.45463848
1055_2024-06-08,0.43009663
303_2024-06-11,6.4441347
303_2024-06-12,4.478162
303_2024-06-12,4.4780703
303_2024-06-14,-0.008410454
303_2024-06-03,8.578626
303_2024-06-06,2.5088625
303_2024-06-07,0.19801044
303_2024-06-07,0.19807148
303_2024-06-10,7.966382
303_2024-06-05,5.0723085
303_2024-06-13,2.1949282
303_2024-06-04,7.214673
303_2024-06-04,7.0171022
303_2024-06-15,2.8032656
303_2024-06-15,2.8032045
303_2024-06-08,2.9247866
303_2024-06-16,1.6016665
303_2024-06-09,1.6587648
1352_2024-06-03,13.809369
1352_2024-06-08,8.819837
1352_2024-06-08,8.819776
1352_2024-06-11,12.544736
1352_2024-06-09,4.846143
1352_2024-06-16,7.536481
1352_2024-06-15,7.139844
1352_2024-06-15,7.139783
1352_2024-06-07,7.75105
1352_2024-06-05,11.023755
1352_2024-06-06,9.3777895
1352_2024-06-14,7.7302675
1352_2024-06-13,8.212689
1352_2024-06-13,8.212781
1352_2024-06-04,12.569318
1352_2024-06-04,12.572492
1352_2024-06-10,12.7532015
1352_2024-06-12,10.983106
1669_2024-06-08,5.7348146
1669_2024-06-08,5.7347536
1669_2024-06-10,62.19958
1669_2024-06-03,9.0266695
1669_2024-06-13,57.98901
1669_2024-06-09,5.754529
1669_2024-06-04,6.4038515
1669_2024-06-04,6.3415804
1669_2024-06-05,4.552808
1669_2024-06-16,54.86128
1669_2024-06-06,4.35365
1669_2024-06-07,4.192914
1669_2024-06-07,4.193036
1669_2024-06-11,60.60931
1669_2024-06-15,56.76797
1669_2024-06-14,55.773815
1669_2024-06-12,59.216824
4632_2024-06-11,0.49061298
4632_2024-06-11,0.49070454
4632_2024-06-14,-3.5244017
4632_2024-06-09,-2.6045408
4632_2024-06-06,-2.3463926
4632_2024-06-05,-1.0599852
4632_2024-06-10,1.1928835
4632_2024-06-10,1.1930971
4632_2024-06-08,-1.4584227
4632_2024-06-16,-2.5929441
4632_2024-06-03,2.0236635
4632_2024-06-07,-3.505023
4632_2024-06-07,-3.504962
4632_2024-06-04,1.1589785
4632_2024-06-04,0.9963503
4632_2024-06-15,-1.590167
4632_2024-06-12,-1.0862303
4632_2024-06-13,-2.3733091
1879_2024-06-09,6.97688
1879_2024-06-14,7.6971865
1879_2024-06-08,8.006238
1879_2024-06-05,6.1474123
1879_2024-06-13,7.6858644
1879_2024-06-15,8.032727
1879_2024-06-11,7.7694826
1879_2024-06-07,7.804303
1879_2024-06-03,9.758359
1879_2024-06-10,10.124845
1879_2024-06-10,10.124814
1879_2024-06-16,7.0172243
1879_2024-06-06,6.656995
1879_2024-06-12,6.622205
1879_2024-06-04,6.994458
1879_2024-06-04,6.9815035
330_2024-06-04,-6.9503965
330_2024-06-04,-6.950366
330_2024-06-04,-6.99306
330_2024-06-05,-9.963946
330_2024-06-03,-4.054797
330_2024-06-14,-13.354632
330_2024-06-06,-11.509265
330_2024-06-06,-11.509234
330_2024-06-16,-11.170611
330_2024-06-10,-3.8291502
330_2024-06-07,-13.2957945
330_2024-06-15,-10.260974
330_2024-06-13,-11.54082
330_2024-06-13,-11.54079
330_2024-06-09,-11.232806
330_2024-06-11,-6.726367
330_2024-06-12,-9.311145
330_2024-06-08,-10.666003
330_2024-06-08,-10.665973
5276_2024-06-13,1.370862
5276_2024-06-04,4.531995
5276_2024-06-04,4.5310183
5276_2024-06-10,7.3775454
5276_2024-06-15,3.4918337
5276_2024-06-03,7.1600466
5276_2024-06-03,7.160077
5276_2024-06-05,2.3276186
5276_2024-06-16,2.974042
5276_2024-06-11,4.7381105
5276_2024-06-12,2.4979982
5276_2024-06-12,2.4980898
5276_2024-06-09,2.9199343
5276_2024-06-06,1.4360781
5276_2024-06-14,0.6681948
5276_2024-06-07,0.72477436
5276_2024-06-08,3.1448793
5276_2024-06-08,3.1449404
2688_2024-06-06,8.752149
2688_2024-06-08,7.9142275
2688_2024-06-04,11.640424
2688_2024-06-04,11.6512575
2688_2024-06-07,6.674634
2688_2024-06-07,6.6746645
2688_2024-06-05,10.18913
2688_2024-06-05,10.189099
2688_2024-06-10,12.790906
2688_2024-06-12,10.127698
2688_2024-06-09,6.609296
2688_2024-06-15,7.884778
2688_2024-06-15,7.8848085
2688_2024-06-13,8.606366
2688_2024-06-11,11.511701
2688_2024-06-14,6.5144167
2688_2024-06-03,12.92796
2688_2024-06-16,6.6085634
2688_2024-06-16,6.608655
4045_2024-06-14,4.693738
4045_2024-06-16,5.069257
4045_2024-06-11,9.430493
4045_2024-06-05,8.181745
4045_2024-06-05,8.181775
4045_2024-06-06,6.7360964
4045_2024-06-15,6.560071
4045_2024-06-08,6.629071
4045_2024-06-04,9.547864
4045_2024-06-04,9.565076
4045_2024-06-12,8.104779
4045_2024-06-12,8.10481
4045_2024-06-13,6.463147
4045_2024-06-09,5.1421633
4045_2024-06-10,10.727918
4045_2024-06-07,4.582288
4045_2024-06-07,4.5821657
4045_2024-06-03,10.80856
3776_2024-06-07,-1.7428465
3776_2024-06-03,4.9272585
3776_2024-06-16,-2.0478392
3776_2024-06-08,-1.7079954
3776_2024-06-08,-1.7079344
3776_2024-06-09,-2.6664305
3776_2024-06-05,1.5211916
3776_2024-06-10,4.7950563
3776_2024-06-13,0.561841
3776_2024-06-13,0.5620241
3776_2024-06-12,1.8788576
3776_2024-06-12,1.8787355
3776_2024-06-14,-7.549121
3776_2024-06-06,-0.062426567
3776_2024-06-04,3.0155764
3776_2024-06-04,2.8200808
3776_2024-06-11,3.7941408
3776_2024-06-11,3.794324
3776_2024-06-15,-1.0709715
5279_2024-06-11,6.341443
5279_2024-06-07,5.11897
5279_2024-06-04,5.9276857
5279_2024-06-04,5.9268312
5279_2024-06-05,4.734967
5279_2024-06-05,4.7350283
5279_2024-06-10,8.971662
5279_2024-06-15,7.115979
5279_2024-06-12,5.1910524
5279_2024-06-13,5.040204
5279_2024-06-13,5.0402956
5279_2024-06-03,8.576123
5279_2024-06-08,6.8422365
5279_2024-06-06,4.6010866
5279_2024-06-14,4.783765
5279_2024-06-16,6.799451
5279_2024-06-09,6.4761477
4790_2024-06-14,1.4237185
4790_2024-06-13,3.9922
4790_2024-06-03,8.660901
4790_2024-06-10,8.33421
4790_2024-06-09,1.0066042
4790_2024-06-07,1.5916262
4790_2024-06-11,6.8285646
4790_2024-06-04,7.151288
4790_2024-06-04,7.1513796
4790_2024-06-04,7.018689
4790_2024-06-05,5.921033
4790_2024-06-08,2.3427858
4790_2024-06-06,4.250989
4790_2024-06-15,2.2656374
4790_2024-06-15,2.2656984
4790_2024-06-12,5.436963
4790_2024-06-16,0.75306416
3147_2024-06-04,9.744916
3147_2024-06-04,9.799024
3147_2024-06-03,10.924039
3147_2024-06-07,6.3057375
3147_2024-06-07,6.305707
3147_2024-06-09,5.8753176
3147_2024-06-12,8.649945
3147_2024-06-13,7.45979
3147_2024-06-15,7.1161013
3147_2024-06-14,6.312207
3147_2024-06-14,6.3122377
3147_2024-06-05,8.694379
3147_2024-06-11,9.762525
3147_2024-06-06,7.4523745
3147_2024-06-08,7.1797
3147_2024-06-08,7.1796694
3147_2024-06-10,10.975339
3147_2024-06-16,5.865491
4417_2024-06-13,4.1199465
4417_2024-06-15,5.89256
4417_2024-06-11,7.8248415
4417_2024-06-11,7.824811
4417_2024-06-05,6.8412294
4417_2024-06-04,8.425305
4417_2024-06-04,8.221753
4417_2024-06-12,6.9939394
4417_2024-06-08,6.2326174
4417_2024-06-08,6.2325563
4417_2024-06-16,6.7634096
4417_2024-06-10,7.82887
4417_2024-06-07,1.0633669
4417_2024-06-03,7.85719
4417_2024-06-09,6.828809
4417_2024-06-14,1.6055117
4417_2024-06-06,4.6922426
1705_2024-06-11,3.7356691
1705_2024-06-16,6.228406
1705_2024-06-16,6.228467
1705_2024-06-12,8.867932
1705_2024-06-12,8.86781
1705_2024-06-13,5.0241213
1705_2024-06-14,12.554822
1705_2024-06-05,0.70985126
1705_2024-06-03,5.22038
1705_2024-06-03,5.2202578
1705_2024-06-10,5.186719
1705_2024-06-07,-1.6550169
1705_2024-06-08,-0.4886961
1705_2024-06-09,-1.4896116
1705_2024-06-06,0.44593525
1705_2024-06-15,13.598401
1705_2024-06-04,3.6864138
1705_2024-06-04,3.6412783
2146_2024-06-13,12.678784
2146_2024-06-10,14.671521
2146_2024-06-11,13.990979
2146_2024-06-06,12.719617
2146_2024-06-03,14.40875
2146_2024-06-09,11.408963
2146_2024-06-12,13.523709
2146_2024-06-12,13.523725
2146_2024-06-16,11.413678
2146_2024-06-04,13.7857485
2146_2024-06-04,13.727445
2146_2024-06-07,11.931897
2146_2024-06-08,11.988507
2146_2024-06-08,11.988492
2146_2024-06-05,13.489774
2520_2024-06-07,6.134717
2520_2024-06-10,2.835126
2520_2024-06-09,4.9985476
2520_2024-06-05,2.2725954
2520_2024-06-05,2.2725344
2520_2024-06-13,7.0467653
2520_2024-06-12,3.5273256
2520_2024-06-08,4.086499
2520_2024-06-16,4.9702272
2520_2024-06-15,5.180951
2520_2024-06-15,5.1808596
2520_2024-06-06,7.257703
2520_2024-06-03,1.4900331
2520_2024-06-14,6.1722536
2520_2024-06-11,2.2009096
2520_2024-06-11,2.2009401
2520_2024-06-04,0.883893
2520_2024-06-04,1.3443422
2689_2024-06-14,2.5104494
2689_2024-06-09,4.216443
2689_2024-06-12,3.5367556
2689_2024-06-16,4.620496
2689_2024-06-16,4.6204348
2689_2024-06-07,2.7218142
2689_2024-06-04,5.2833223
2689_2024-06-04,5.2563906
2689_2024-06-11,5.6467104
2689_2024-06-08,4.1723146
2689_2024-06-06,2.9475222
2689_2024-06-05,3.1227236
2689_2024-06-13,3.6159792
2689_2024-06-03,8.003903
2689_2024-06-10,8.37132
2689_2024-06-10,8.371366
5003_2024-06-11,12.998792
5003_2024-06-06,11.181241
5003_2024-06-12,12.29231
5003_2024-06-05,12.274915
5003_2024-06-05,12.2748995
5003_2024-06-15,11.518735
5003_2024-06-14,10.492246
5003_2024-06-13,11.227216
5003_2024-06-08,11.548398
5003_2024-06-16,10.959058
5003_2024-06-16,10.959043
5003_2024-06-09,10.998929
5003_2024-06-07,10.485852
5003_2024-06-04,13.076016
5003_2024-06-04,13.096707
5003_2024-06-10,13.376004
5003_2024-06-10,13.375989
5003_2024-06-03,13.425885
5000_2024-06-16,4.344617
5000_2024-06-07,3.5377321
5000_2024-06-04,9.212415
5000_2024-06-04,9.229688
5000_2024-06-13,6.498151
5000_2024-06-06,6.5727053
5000_2024-06-15,6.030591
5000_2024-06-11,9.121381
5000_2024-06-09,4.598798
5000_2024-06-08,6.054822
5000_2024-06-08,6.0549746
5000_2024-06-14,3.37428
5000_2024-06-10,10.413678
5000_2024-06-12,7.8498354
5000_2024-06-03,10.469007
5000_2024-06-03,10.469037
5000_2024-06-05,7.9441347
3532_2024-06-09,5.9165773
3532_2024-06-10,8.907758
3532_2024-06-07,4.460248
3532_2024-06-06,5.6236086
3532_2024-06-06,5.6237
3532_2024-06-08,6.677594
4745_2024-06-06,36.42628
4745_2024-06-12,7.088269
4745_2024-06-04,25.9846
4745_2024-06-04,25.984478
4745_2024-06-04,25.85902
4745_2024-06-05,26.125896
4745_2024-06-10,9.903821
4745_2024-06-03,27.206066
4745_2024-06-07,24.9622
4745_2024-06-08,5.7021303
4745_2024-06-08,5.7021914
5010_2024-06-12,3.206067
5010_2024-06-07,-1.7920408
5010_2024-06-13,0.4722414
5010_2024-06-04,5.0885134
5010_2024-06-04,4.8717165
5010_2024-06-03,5.670636
5010_2024-06-03,5.6706057
5010_2024-06-14,-1.4102049
5010_2024-06-06,1.0199099
5010_2024-06-15,0.88392353
5010_2024-06-09,1.5091677
5010_2024-06-09,1.5092287
5010_2024-06-10,5.6509523
5010_2024-06-16,1.4599123
5010_2024-06-11,4.6914186
5010_2024-06-05,3.0910769
5010_2024-06-08,1.1389894
305_2024-06-07,5.9275637
305_2024-06-13,7.8614626
305_2024-06-05,9.366437
305_2024-06-09,6.616132
305_2024-06-09,6.6161013
305_2024-06-11,10.734448
305_2024-06-03,12.237592
305_2024-06-10,12.233991
305_2024-06-14,5.7871523
305_2024-06-04,10.7731905
305_2024-06-04,10.759549
305_2024-06-12,9.328687
305_2024-06-15,8.006055
305_2024-06-16,6.5742006
305_2024-06-08,8.015485
305_2024-06-08,8.015576
305_2024-06-06,7.881421
2651_2024-06-09,-0.951663
2651_2024-06-11,2.395215
2651_2024-06-14,-1.7861814
2651_2024-06-03,3.3305178
2651_2024-06-03,3.3305788
2651_2024-06-16,-1.0700254
2651_2024-06-06,0.7234163
2651_2024-06-12,1.471509
2651_2024-06-04,2.7361422
2651_2024-06-04,2.6023073
2651_2024-06-10,3.0494356
2651_2024-06-10,3.0493288
2651_2024-06-08,0.13343525
2651_2024-06-07,-1.5744658
2651_2024-06-05,1.7529879
2651_2024-06-13,0.5200777
2651_2024-06-13,0.5199709
2651_2024-06-15,0.018780708
1217_2024-06-10,3.9025393
1217_2024-06-03,4.1952944
1217_2024-06-04,2.1662722
1217_2024-06-04,2.0476809
1217_2024-06-14,-2.9576902
1217_2024-06-14,-2.9577513
1217_2024-06-06,-1.7199888
1217_2024-06-15,-0.76451397
1217_2024-06-07,-3.0367308
1217_2024-06-16,-1.8325071
1217_2024-06-16,-1.8326597
1217_2024-06-12,0.044873238
1217_2024-06-08,-0.774127
1217_2024-06-11,2.218152
1217_2024-06-05,0.269269
1217_2024-06-09,-1.8179197
1217_2024-06-09,-1.8180113
1217_2024-06-13,-1.6767759
3151_2024-06-06,6.7901735
3151_2024-06-07,3.7093935
3151_2024-06-03,10.606702
3151_2024-06-03,10.606732
3151_2024-06-11,9.467938
3151_2024-06-04,9.574658
3151_2024-06-04,9.591046
3151_2024-06-08,7.191846
3151_2024-06-14,4.167615
3151_2024-06-05,8.214215
3151_2024-06-05,8.214185
3151_2024-06-15,7.090314
3151_2024-06-09,6.7730837
3151_2024-06-10,10.602796
3151_2024-06-16,6.753278
3151_2024-06-16,6.7532473
3151_2024-06-13,6.649274
3151_2024-06-13,6.649213
3151_2024-06-12,8.241467
364_2024-06-15,26.37302
364_2024-06-08,16.432735
364_2024-06-11,22.277523
364_2024-06-11,22.277538
364_2024-06-12,27.791637
364_2024-06-04,22.404873
364_2024-06-04,22.398586
364_2024-06-13,30.938526
364_2024-06-06,21.77731
364_2024-06-14,30.328526
364_2024-06-14,30.328518
364_2024-06-05,22.047054
364_2024-06-09,17.468685
364_2024-06-16,26.991886
364_2024-06-03,22.889416
364_2024-06-03,22.88937
364_2024-06-10,22.867458
364_2024-06-07,21.023907
4134_2024-06-16,-12.531238
4134_2024-06-09,-0.971179
4134_2024-06-15,-11.819873
4134_2024-06-15,-11.819995
4134_2024-06-14,-13.142383
4134_2024-06-11,3.8375978
4134_2024-06-10,5.2951174
4134_2024-06-13,-12.117358
4134_2024-06-13,-12.117419
4134_2024-06-08,0.66676044
4134_2024-06-06,-0.18498516
4134_2024-06-07,-2.5200071
4134_2024-06-04,-9.677478
4134_2024-06-04,-9.7029295
4134_2024-06-12,-10.950671
4134_2024-06-12,-10.950732
4134_2024-06-05,2.160901
4134_2024-06-03,-8.324695
1774_2024-06-03,3.4506044
1774_2024-06-05,-0.22896099
1774_2024-06-05,-0.22905254
1774_2024-06-04,2.0606203
1774_2024-06-04,2.0604067
1774_2024-06-04,1.8756227
1774_2024-06-12,-0.7513304
1774_2024-06-06,-2.310382
1774_2024-06-09,-2.2556334
1774_2024-06-10,2.757825
1774_2024-06-10,2.7577944
1774_2024-06-08,-0.6383543
1774_2024-06-16,-2.2381163
1774_2024-06-11,1.3846254
1774_2024-06-07,-3.3917723
1774_2024-06-13,-2.384509
1774_2024-06-13,-2.384387
1774_2024-06-14,-3.411334
1774_2024-06-15,-1.0645018
3715_2024-06-12,-1.9247313
3715_2024-06-13,-2.4663572
3715_2024-06-13,-2.4664183
3715_2024-06-11,-0.50041485
3715_2024-06-16,-1.191577
3715_2024-06-14,-2.5521421
3715_2024-06-10,1.9209414
1693_2024-06-07,-0.04527569
1693_2024-06-07,-0.045336723
1693_2024-06-04,5.4708986
1693_2024-06-04,5.346936
1693_2024-06-14,0.17213154
1693_2024-06-11,5.6501284
1693_2024-06-13,1.6852236
1693_2024-06-13,1.6853151
1693_2024-06-10,7.230359
1693_2024-06-09,0.7158632
1693_2024-06-16,0.6963625
1693_2024-06-15,1.8284731
1693_2024-06-08,1.8225222
1693_2024-06-08,1.8225832
1693_2024-06-05,3.7141542
